ApplicationID,Name,Gender,Age,City,State,AppliedProgram,ApplicationStatus,DateApplied,TestDate,QuantitativeScore,LogicalScore,VerbalScore,TotalScore,NumThankYou,NumFollowUp,NumReminder,NumAppStatus,AvgResponseTime,LastCommDate,MostFrequentChannel,InterviewerName,InterviewDate,Score,Feedback
A00259,Scott Bush,Female,25,Lake Christophertown,Massachusetts,Arts,Rejected,2024-06-26 00:00:00,2023-12-14 00:00:00,12,17,16,45,0,1,0,0,48,2024-10-10 00:00:00,Email,Sara Durham,2024-06-16 00:00:00,71,Needs improvement
A00260,Gilbert Rollins,Male,24,Vargaston,Illinois,Business,Rejected,2024-09-16 00:00:00,2024-07-26 00:00:00,32,29,33,94,1,0,0,0,48,2024-01-02 00:00:00,WhatsApp,Cathy Hart,2024-04-25 00:00:00,97,Excellent communication
A00262,Christina Hurst,Male,33,Michaelbury,Nevada,Engineering,Accepted,2024-04-01 00:00:00,2024-10-11 00:00:00,33,37,21,91,1,0,0,0,6,2024-09-18 00:00:00,WhatsApp,Stephanie Mccoy,2024-05-16 00:00:00,62,Excellent communication
A00263,Kent Hammond,Female,19,West Geoffrey,Louisiana,Arts,Accepted,2024-11-22 00:00:00,2023-12-27 00:00:00,19,23,34,76,1,0,0,0,6,2024-10-21 00:00:00,Email,Aaron Lawson,2024-02-07 00:00:00,73,Needs improvement
A00264,Amy Vasquez,Male,25,Port Veronica,Michigan,Business,Submitted,2024-07-01 00:00:00,2024-10-16 00:00:00,18,34,34,86,1,0,0,0,24,2024-08-06 00:00:00,Email,Robert Cordova,2024-02-29 00:00:00,87,Good technical skills
A00265,Whitney Baker,Other,27,Aliciachester,Tennessee,Engineering,Accepted,2023-12-29 00:00:00,2024-09-23 00:00:00,17,21,33,71,0,0,0,1,24,2024-05-09 00:00:00,WhatsApp,David Lewis,2024-04-15 00:00:00,92,Needs improvement
A00266,Devon Rodriguez,Female,29,Cindystad,California,Arts,Interview Scheduled,2024-02-01 00:00:00,2024-06-18 00:00:00,35,16,29,80,0,0,1,0,48,2024-11-09 00:00:00,WhatsApp,David Pena,2024-03-08 00:00:00,72,Excellent communication
A00267,Karen Arnold,Other,34,West Louis,Ohio,Arts,Submitted,2024-04-21 00:00:00,2024-06-24 00:00:00,29,37,31,97,0,0,0,1,48,2024-07-18 00:00:00,Phone Call,Alex Johnson,2024-02-12 00:00:00,70,Excellent communication
A00268,Stacey Roberts,Female,24,Anthonyberg,Wyoming,Computer Science,Accepted,2024-10-05 00:00:00,2024-11-08 00:00:00,27,29,24,80,0,0,0,1,24,2024-06-25 00:00:00,Email,Brenda Hawkins,2023-12-12 00:00:00,50,Needs improvement
A00270,David Bishop,Other,26,Johnsonstad,Ohio,Law,Accepted,2023-12-22 00:00:00,2024-11-30 00:00:00,14,13,22,49,1,0,0,0,12,2024-09-08 00:00:00,Phone Call,April Burton,2024-09-12 00:00:00,82,Needs improvement
A00271,Annette Perez,Female,23,Parkton,Illinois,Business,Accepted,2023-12-12 00:00:00,2024-10-06 00:00:00,14,12,16,42,0,0,0,1,4,2024-07-10 00:00:00,Phone Call,Kara Russell,2024-10-03 00:00:00,76,Good technical skills
A00272,Amber Jensen,Female,29,Port Johnland,Wyoming,Business,Accepted,2024-08-17 00:00:00,2024-07-02 00:00:00,24,22,12,58,0,0,0,1,6,2024-08-30 00:00:00,WhatsApp,Todd Lopez,2024-05-20 00:00:00,72,Excellent communication
A00273,Julie Garza,Male,26,Johnsonfort,Tennessee,Engineering,Rejected,2024-08-30 00:00:00,2024-11-02 00:00:00,27,30,40,97,0,0,0,1,4,2024-06-01 00:00:00,Phone Call,Christopher Jenkins,2024-04-13 00:00:00,96,Excellent communication
A00274,Derrick Hernandez,Female,25,Lisastad,Louisiana,Law,Interview Scheduled,2024-03-08 00:00:00,2024-11-23 00:00:00,27,10,16,53,1,0,0,0,4,2024-07-06 00:00:00,WhatsApp,Robert Walters,2024-02-01 00:00:00,92,Needs improvement
A00275,Angela Hernandez,Male,32,Sarahchester,New Hampshire,Business,Interview Scheduled,2024-10-26 00:00:00,2024-09-09 00:00:00,11,19,35,65,0,1,0,0,12,2024-01-19 00:00:00,WhatsApp,Kimberly Daniel DDS,2024-09-14 00:00:00,60,Needs improvement
A00276,Katherine Williamson,Male,19,Port Karenstad,Iowa,Arts,Rejected,2024-11-22 00:00:00,2024-04-20 00:00:00,36,17,29,82,0,0,0,1,4,2024-11-09 00:00:00,Email,Heather Cook,2024-01-11 00:00:00,100,Needs improvement
A00277,Jason Holland,Male,19,South Michelleburgh,North Carolina,Arts,Interview Scheduled,2024-09-25 00:00:00,2024-10-22 00:00:00,39,22,18,79,0,0,1,0,2,2024-03-25 00:00:00,WhatsApp,Jamie Gillespie,2024-04-16 00:00:00,58,Needs improvement
A00278,Lydia Ochoa,Male,20,Leonardborough,South Dakota,Engineering,Interview Scheduled,2024-09-02 00:00:00,2024-08-23 00:00:00,18,20,17,55,0,0,0,1,2,2024-01-27 00:00:00,Phone Call,Nicholas Schaefer,2024-01-05 00:00:00,90,Average performance
A00279,Erica Alvarez,Other,23,Anthonyfurt,Kentucky,Engineering,Interview Scheduled,2023-12-19 00:00:00,2024-05-11 00:00:00,16,24,24,64,1,0,0,0,12,2024-03-11 00:00:00,Phone Call,Tiffany Burke,2024-04-04 00:00:00,64,Average performance
A00280,Kevin Mcneil,Male,29,North Donald,New Hampshire,Arts,Submitted,2023-12-15 00:00:00,2024-12-05 00:00:00,18,23,20,61,0,0,0,1,6,2024-10-07 00:00:00,Email,Karen Lowe,2024-10-30 00:00:00,58,Excellent communication
A00282,Tammy Ferguson,Other,29,North Brittany,Idaho,Business,Submitted,2024-11-04 00:00:00,2024-10-29 00:00:00,19,23,29,71,1,0,0,0,4,2024-03-25 00:00:00,WhatsApp,Heather Chen,2024-11-13 00:00:00,76,Average performance
A00284,Scott Pierce,Male,28,Davidview,Missouri,Engineering,Rejected,2024-09-10 00:00:00,2024-07-06 00:00:00,19,38,24,81,0,0,0,1,4,2024-08-28 00:00:00,WhatsApp,Curtis Patton,2023-12-24 00:00:00,83,Average performance
A00285,Deanna Garrett,Male,20,South Lindachester,South Dakota,Engineering,Submitted,2024-10-10 00:00:00,2024-10-16 00:00:00,40,28,40,108,0,1,0,0,4,2024-11-20 00:00:00,Email,Nicole Cantrell,2024-10-08 00:00:00,69,Needs improvement
A00286,Shawn Watson,Male,34,Pittmanview,California,Engineering,Accepted,2024-07-19 00:00:00,2024-07-16 00:00:00,36,38,24,98,0,1,0,0,2,2024-06-26 00:00:00,Phone Call,Jermaine Santos,2024-03-04 00:00:00,52,Needs improvement
A00287,Brandy Haynes,Male,32,Lake Sarahmouth,Arkansas,Business,Interview Scheduled,2024-11-13 00:00:00,2024-06-01 00:00:00,30,34,37,101,0,0,1,0,2,2024-07-06 00:00:00,Phone Call,James Nolan,2024-03-20 00:00:00,83,Needs improvement
A00288,Meagan Baker MD,Other,24,Jenkinschester,Pennsylvania,Engineering,Rejected,2024-08-25 00:00:00,2024-10-17 00:00:00,33,22,10,65,1,0,0,0,4,2024-09-14 00:00:00,WhatsApp,Casey Marks,2024-10-12 00:00:00,57,Needs improvement
A00289,Richard Hanson,Other,22,New Mary,North Dakota,Computer Science,Submitted,2024-04-07 00:00:00,2024-12-01 00:00:00,10,32,15,57,1,0,0,0,4,2024-01-21 00:00:00,Phone Call,Deborah Roberts,2024-03-30 00:00:00,69,Excellent communication
A00290,Nicholas Keller,Female,27,East Samuelburgh,California,Business,Accepted,2024-11-16 00:00:00,2024-09-11 00:00:00,25,38,11,74,0,0,1,0,48,2024-08-14 00:00:00,Phone Call,Christina Alexander,2024-08-03 00:00:00,95,Good technical skills
A00291,Rhonda Luna,Male,32,Schmidtton,North Dakota,Engineering,Rejected,2024-10-17 00:00:00,2024-04-05 00:00:00,32,28,27,87,0,1,0,0,48,2024-02-15 00:00:00,Phone Call,Mark Pitts,2024-08-04 00:00:00,90,Excellent communication
A00292,Michael Miles,Female,35,Roseburgh,Tennessee,Engineering,Interview Scheduled,2024-01-24 00:00:00,2024-01-04 00:00:00,16,24,11,51,0,0,0,1,6,2024-08-22 00:00:00,WhatsApp,Bradley Ochoa,2024-02-05 00:00:00,90,Needs improvement
A00293,Jennifer Green,Female,23,Tonyland,Montana,Arts,Submitted,2024-08-12 00:00:00,2024-02-21 00:00:00,25,31,38,94,1,0,0,0,2,2024-01-07 00:00:00,Email,Matthew Daniels,2024-04-23 00:00:00,76,Needs improvement
A00294,Diana Gray,Female,23,Brendaburgh,Indiana,Engineering,Rejected,2024-02-07 00:00:00,2024-10-13 00:00:00,27,10,35,72,1,0,0,0,2,2023-12-19 00:00:00,WhatsApp,Kevin Flores,2024-04-23 00:00:00,75,Needs improvement
A00295,Amber Cruz,Other,31,Kellymouth,Montana,Law,Rejected,2024-11-16 00:00:00,2024-12-05 00:00:00,37,22,13,72,1,0,0,0,4,2024-10-04 00:00:00,WhatsApp,Michelle Johnson,2024-05-18 00:00:00,53,Good technical skills
A00297,Linda Hayes,Male,35,Fernandeztown,New York,Business,Interview Scheduled,2024-11-13 00:00:00,2024-08-21 00:00:00,40,39,25,104,0,0,1,0,4,2024-08-06 00:00:00,Phone Call,Steven Smith,2024-12-01 00:00:00,78,Good technical skills
A00298,Sara Dorsey,Female,18,West Jeffrey,Pennsylvania,Engineering,Interview Scheduled,2024-04-03 00:00:00,2024-08-10 00:00:00,38,10,39,87,0,0,1,0,12,2024-06-26 00:00:00,Phone Call,Amanda Phillips,2024-03-09 00:00:00,76,Good technical skills
A00299,Michelle Bonilla,Male,20,Michaelside,Massachusetts,Law,Rejected,2024-02-11 00:00:00,2023-12-27 00:00:00,36,34,21,91,0,0,1,0,2,2024-06-22 00:00:00,Phone Call,Anna Reynolds,2024-02-11 00:00:00,86,Needs improvement
A00300,Victoria Love,Female,26,East Angelicaton,Louisiana,Law,Interview Scheduled,2024-12-03 00:00:00,2024-07-01 00:00:00,37,40,34,111,0,1,0,0,4,2024-08-18 00:00:00,Email,Linda Tucker,2024-05-31 00:00:00,91,Needs improvement
A00301,Thomas Edwards,Other,27,Richardfort,Arizona,Law,Interview Scheduled,2023-12-30 00:00:00,2023-12-29 00:00:00,10,35,30,75,0,0,0,1,12,2024-04-09 00:00:00,WhatsApp,Joshua Bradley,2024-12-06 00:00:00,54,Average performance
A00302,Tamara Gonzalez,Female,29,Angelamouth,Ohio,Business,Interview Scheduled,2024-10-18 00:00:00,2024-04-11 00:00:00,26,32,27,85,0,0,0,1,48,2024-05-27 00:00:00,Phone Call,Bobby Soto,2024-05-12 00:00:00,87,Average performance
A00303,Frank Wallace,Other,19,Lake Thomashaven,Minnesota,Computer Science,Accepted,2023-12-17 00:00:00,2024-07-03 00:00:00,10,18,29,57,0,1,0,0,48,2024-05-22 00:00:00,WhatsApp,Charles Hawkins,2024-09-17 00:00:00,78,Needs improvement
A00304,Kelly Wade,Female,24,Sharonhaven,Minnesota,Computer Science,Rejected,2024-06-25 00:00:00,2024-01-13 00:00:00,13,23,38,74,1,0,0,0,6,2024-06-20 00:00:00,Phone Call,Peter Padilla,2024-04-04 00:00:00,59,Good technical skills
A00305,Carly Jackson,Other,28,Kristinbury,Pennsylvania,Arts,Accepted,2024-08-22 00:00:00,2024-06-04 00:00:00,28,18,23,69,0,0,1,0,12,2024-06-12 00:00:00,Phone Call,Amy Cooper,2024-09-14 00:00:00,76,Good technical skills
A00306,Sandra Brown,Other,33,Jessicamouth,Nevada,Arts,Rejected,2024-05-05 00:00:00,2024-11-29 00:00:00,27,11,14,52,1,0,0,0,2,2024-11-07 00:00:00,Email,Jeremy Singh,2024-06-07 00:00:00,66,Good technical skills
A00307,Jesse Salazar,Female,31,Alyssaborough,Colorado,Business,Interview Scheduled,2024-02-12 00:00:00,2024-05-20 00:00:00,19,28,20,67,0,0,0,1,4,2024-03-02 00:00:00,WhatsApp,Lisa Jimenez,2024-11-24 00:00:00,68,Excellent communication
A00309,Nicole Davis,Other,32,Joshuatown,Louisiana,Arts,Submitted,2024-11-11 00:00:00,2024-11-28 00:00:00,32,26,36,94,0,0,1,0,6,2024-03-03 00:00:00,Email,Ann Wright,2024-07-12 00:00:00,63,Needs improvement
A00310,Amy Green,Other,34,New Maria,Kansas,Law,Rejected,2024-05-30 00:00:00,2024-10-18 00:00:00,39,26,27,92,0,0,1,0,48,2024-04-26 00:00:00,Email,Ashley Hess,2023-12-25 00:00:00,100,Excellent communication
A00312,Stacey Maynard,Male,18,Williamstown,Ohio,Arts,Interview Scheduled,2024-09-27 00:00:00,2024-08-03 00:00:00,40,22,31,93,0,1,0,0,2,2024-05-10 00:00:00,WhatsApp,Dakota Thompson,2024-09-06 00:00:00,91,Needs improvement
A00313,Steven Hendricks,Female,27,Stevensonborough,Minnesota,Business,Rejected,2024-04-27 00:00:00,2024-02-29 00:00:00,10,21,11,42,0,0,1,0,24,2024-08-20 00:00:00,Email,Shirley Brown,2024-07-11 00:00:00,66,Average performance
A00314,Dustin Parker,Other,22,Lake Williamstad,Ohio,Business,Accepted,2024-08-25 00:00:00,2024-03-30 00:00:00,21,31,29,81,0,0,0,1,4,2024-07-06 00:00:00,WhatsApp,Edward Barber,2024-01-16 00:00:00,96,Excellent communication
A00316,Jeffrey Chandler,Male,26,Soliston,Utah,Engineering,Accepted,2024-05-24 00:00:00,2024-11-28 00:00:00,32,38,15,85,0,1,0,0,48,2024-08-11 00:00:00,Phone Call,Johnny Morrison,2024-01-28 00:00:00,54,Average performance
A00317,Morgan Gonzalez,Other,20,West Anthony,Georgia,Business,Submitted,2024-08-01 00:00:00,2024-05-30 00:00:00,14,30,27,71,0,1,0,0,12,2023-12-17 00:00:00,WhatsApp,Joseph Shelton,2024-09-19 00:00:00,69,Needs improvement
A00318,Frank Roberts,Male,20,West James,Colorado,Arts,Submitted,2024-01-25 00:00:00,2024-05-29 00:00:00,10,26,22,58,1,0,0,0,24,2024-03-05 00:00:00,Phone Call,Joseph Baker,2024-04-09 00:00:00,98,Average performance
A00319,Hailey Arnold DDS,Female,34,Clarkhaven,Florida,Law,Submitted,2024-06-05 00:00:00,2024-03-16 00:00:00,28,31,32,91,1,0,0,0,4,2024-07-22 00:00:00,WhatsApp,Travis Rivera,2024-03-02 00:00:00,90,Average performance
A00320,Maria Marks,Other,23,Joneston,Wyoming,Law,Submitted,2024-05-14 00:00:00,2024-10-15 00:00:00,31,17,21,69,1,0,0,0,4,2024-01-30 00:00:00,Phone Call,Karen White,2024-07-19 00:00:00,53,Good technical skills
A00321,Nancy Harris,Male,33,Carolynbury,Alaska,Law,Accepted,2024-12-07 00:00:00,2024-11-02 00:00:00,31,24,21,76,0,0,0,1,12,2024-02-15 00:00:00,Phone Call,Ryan Roberts,2024-10-07 00:00:00,68,Good technical skills
A00322,Michael Hunt,Female,24,Elliottborough,Utah,Arts,Interview Scheduled,2024-11-26 00:00:00,2024-04-19 00:00:00,40,11,38,89,0,1,0,0,2,2024-08-08 00:00:00,WhatsApp,Megan Callahan,2024-04-26 00:00:00,68,Good technical skills
A00323,William Ramos,Male,32,West Nicoleshire,Utah,Business,Rejected,2024-11-28 00:00:00,2024-09-19 00:00:00,15,18,33,66,0,1,0,0,6,2024-05-09 00:00:00,Email,Wanda Taylor,2024-09-24 00:00:00,87,Needs improvement
A00325,Amy Smith,Other,26,Lake Staceybury,Virginia,Engineering,Rejected,2024-06-21 00:00:00,2024-09-05 00:00:00,35,16,27,78,0,1,0,0,4,2024-06-18 00:00:00,Phone Call,David Howard,2024-03-14 00:00:00,50,Excellent communication
A00326,Lauren Ramirez MD,Male,28,Chaneyville,Georgia,Computer Science,Interview Scheduled,2024-01-16 00:00:00,2024-07-16 00:00:00,34,21,33,88,0,0,0,1,48,2024-03-22 00:00:00,Email,Philip Johnson,2024-07-06 00:00:00,88,Needs improvement
A00327,Patricia Christian,Female,22,Lake Marymouth,Illinois,Law,Rejected,2024-08-20 00:00:00,2024-07-18 00:00:00,35,28,10,73,1,0,0,0,4,2024-03-10 00:00:00,WhatsApp,Kimberly Fleming,2024-10-04 00:00:00,83,Needs improvement
A00328,Chris Smith,Other,21,New Lisaville,Vermont,Computer Science,Rejected,2024-09-02 00:00:00,2024-10-22 00:00:00,11,12,29,52,0,0,1,0,4,2024-06-09 00:00:00,Email,Jimmy Schroeder,2024-08-26 00:00:00,54,Average performance
A00329,Brendan King,Male,24,Thomasshire,New York,Engineering,Submitted,2024-09-16 00:00:00,2024-05-27 00:00:00,19,31,31,81,1,0,0,0,48,2024-04-11 00:00:00,WhatsApp,Erik Grant,2024-04-10 00:00:00,98,Average performance
A00330,Courtney Garza,Male,30,Port Lisahaven,Oregon,Engineering,Interview Scheduled,2024-01-07 00:00:00,2024-11-20 00:00:00,22,28,35,85,0,0,0,1,6,2024-10-20 00:00:00,Phone Call,Jill Smith,2024-08-07 00:00:00,69,Needs improvement
A00331,Cameron Simpson,Female,27,Lake Jacob,Kentucky,Computer Science,Submitted,2024-11-09 00:00:00,2024-11-15 00:00:00,15,19,38,72,1,0,0,0,4,2024-08-13 00:00:00,Email,Jessica Ortiz,2024-09-19 00:00:00,55,Average performance
A00333,Philip Fields,Male,29,South Julianville,Connecticut,Engineering,Rejected,2024-08-16 00:00:00,2024-09-19 00:00:00,18,38,30,86,0,1,0,0,4,2023-12-22 00:00:00,WhatsApp,Ryan Roman,2024-07-25 00:00:00,65,Needs improvement
A00334,Meghan Preston,Other,29,Lopezfurt,Wyoming,Law,Accepted,2024-03-29 00:00:00,2023-12-18 00:00:00,21,27,37,85,1,0,0,0,4,2024-12-04 00:00:00,Phone Call,Heather Walker,2024-11-28 00:00:00,70,Needs improvement
A00336,Gary Coleman,Male,27,Port Jason,New Jersey,Business,Rejected,2024-08-20 00:00:00,2023-12-11 00:00:00,23,16,35,74,0,0,1,0,2,2024-01-08 00:00:00,Email,John Reynolds,2024-06-10 00:00:00,87,Good technical skills
A00337,Randall Lee,Female,21,West Paulview,Pennsylvania,Arts,Accepted,2024-10-30 00:00:00,2023-12-17 00:00:00,19,31,19,69,0,1,0,0,2,2024-10-09 00:00:00,Phone Call,Gina Miller,2024-10-03 00:00:00,50,Average performance
A00338,Allison Brown,Male,30,Donaldside,Kentucky,Law,Interview Scheduled,2024-06-30 00:00:00,2024-03-11 00:00:00,35,16,32,83,0,1,0,0,12,2024-11-09 00:00:00,Phone Call,Brian Bush,2024-07-13 00:00:00,86,Average performance
A00339,Christina Massey,Male,21,New Seanton,Delaware,Business,Rejected,2024-09-27 00:00:00,2024-02-19 00:00:00,21,11,13,45,0,0,1,0,6,2023-12-20 00:00:00,Email,Lindsey Hoffman,2024-02-29 00:00:00,84,Average performance
A00340,Carolyn Schroeder,Male,33,Gonzalezborough,Nevada,Engineering,Submitted,2024-04-27 00:00:00,2024-06-14 00:00:00,28,39,29,96,0,0,1,0,6,2024-04-19 00:00:00,WhatsApp,Jessica Cantrell,2024-01-27 00:00:00,64,Good technical skills
A00341,Alan Sanders,Female,21,West Mark,Hawaii,Law,Interview Scheduled,2024-12-09 00:00:00,2024-07-21 00:00:00,34,17,36,87,1,0,0,0,6,2024-12-03 00:00:00,WhatsApp,Jessica Ortega,2024-05-21 00:00:00,71,Average performance
A00342,Monica Conway,Male,19,Jasminemouth,Indiana,Engineering,Interview Scheduled,2024-01-09 00:00:00,2024-08-19 00:00:00,36,23,22,81,1,0,0,0,6,2024-04-16 00:00:00,Email,Michael Sanchez,2024-03-28 00:00:00,68,Needs improvement
A00343,Chad Hodge,Female,35,West Melanie,Oregon,Business,Submitted,2024-08-09 00:00:00,2024-11-30 00:00:00,20,29,11,60,0,1,0,0,4,2024-01-07 00:00:00,Email,John Fuentes,2024-03-24 00:00:00,72,Excellent communication
A00344,William Campbell,Male,24,New Timothyland,Virginia,Law,Rejected,2023-12-24 00:00:00,2024-06-06 00:00:00,11,14,32,57,0,0,1,0,24,2024-01-14 00:00:00,WhatsApp,Amy Evans,2024-01-31 00:00:00,67,Good technical skills
A00345,Anthony White,Male,23,West Tanya,Kentucky,Law,Submitted,2024-07-10 00:00:00,2024-07-03 00:00:00,10,24,13,47,1,0,0,0,12,2024-07-21 00:00:00,Email,Paula Johnson,2024-09-19 00:00:00,50,Needs improvement
A00346,John Gomez,Other,27,Reedmouth,Michigan,Arts,Rejected,2024-11-29 00:00:00,2024-08-28 00:00:00,23,24,16,63,1,0,0,0,24,2024-06-25 00:00:00,Email,Jennifer Rice,2024-07-18 00:00:00,87,Average performance
A00347,Scott Moreno,Other,19,Jennifershire,North Dakota,Engineering,Interview Scheduled,2024-06-19 00:00:00,2024-10-26 00:00:00,22,39,33,94,0,0,0,1,12,2024-09-08 00:00:00,Phone Call,David Sanders,2024-01-04 00:00:00,75,Good technical skills
A00348,Laura Garcia,Male,34,Baileyfort,California,Engineering,Rejected,2023-12-30 00:00:00,2024-06-01 00:00:00,13,40,40,93,0,0,1,0,2,2024-10-01 00:00:00,Phone Call,Audrey Pineda,2024-09-17 00:00:00,91,Excellent communication
A00351,Leslie Johnson,Male,32,Bridgesfort,Kentucky,Law,Submitted,2024-05-28 00:00:00,2024-07-22 00:00:00,38,38,35,111,0,1,0,0,12,2024-03-09 00:00:00,Phone Call,Matthew Skinner,2024-07-22 00:00:00,51,Good technical skills
A00352,John Gonzalez,Other,22,Zacharytown,North Carolina,Computer Science,Rejected,2024-02-05 00:00:00,2024-07-04 00:00:00,25,15,33,73,1,0,0,0,6,2024-07-29 00:00:00,Phone Call,Caitlyn Ibarra,2024-10-15 00:00:00,66,Needs improvement
A00353,David Navarro,Other,31,Mirandahaven,Maine,Law,Rejected,2024-09-01 00:00:00,2024-10-15 00:00:00,15,23,21,59,1,0,0,0,2,2024-02-13 00:00:00,Email,Melissa Powell,2024-06-08 00:00:00,99,Excellent communication
A00354,James Arias,Female,22,Port Melindaport,Delaware,Law,Accepted,2024-06-11 00:00:00,2024-11-30 00:00:00,18,12,23,53,0,0,0,1,6,2024-09-29 00:00:00,Phone Call,Carol Patel,2024-01-07 00:00:00,66,Average performance
A00356,Brian Gonzalez,Female,34,Curtisshire,Hawaii,Computer Science,Submitted,2024-07-07 00:00:00,2024-08-21 00:00:00,19,38,32,89,1,0,0,0,2,2024-11-11 00:00:00,WhatsApp,Rodney Taylor,2024-11-20 00:00:00,91,Average performance
A00357,Desiree Oconnor,Male,21,Sandyland,Ohio,Arts,Rejected,2024-08-12 00:00:00,2024-08-05 00:00:00,35,14,16,65,0,0,1,0,48,2024-06-08 00:00:00,Email,Cody Garcia,2024-04-09 00:00:00,54,Needs improvement
A00359,Emily Landry,Other,22,West Amy,Wyoming,Arts,Accepted,2024-05-30 00:00:00,2024-09-27 00:00:00,31,16,18,65,0,0,0,1,12,2024-11-13 00:00:00,Phone Call,Samantha Colon,2024-03-07 00:00:00,87,Average performance
A00360,Dawn Wilson,Female,18,Welchview,Hawaii,Law,Rejected,2024-03-08 00:00:00,2023-12-14 00:00:00,15,23,18,56,0,1,0,0,24,2024-02-17 00:00:00,Phone Call,Dennis Gomez,2024-09-23 00:00:00,63,Good technical skills
A00361,Christopher Lutz,Female,35,Henrystad,Delaware,Business,Rejected,2024-06-08 00:00:00,2024-05-24 00:00:00,23,35,18,76,0,0,1,0,2,2024-04-02 00:00:00,Email,Nicole Newman,2024-03-08 00:00:00,60,Needs improvement
A00362,Timothy Nguyen,Other,35,Adammouth,Indiana,Arts,Submitted,2024-11-29 00:00:00,2024-03-02 00:00:00,12,32,36,80,0,1,0,0,4,2024-08-28 00:00:00,WhatsApp,Yolanda Cruz MD,2024-05-17 00:00:00,91,Needs improvement
A00363,Jeffrey Wood,Other,20,West William,Wyoming,Computer Science,Accepted,2023-12-30 00:00:00,2024-07-01 00:00:00,33,31,33,97,0,0,0,1,12,2024-02-11 00:00:00,WhatsApp,Michael Lambert,2024-02-28 00:00:00,82,Excellent communication
A00364,Jeffrey Sanchez,Female,27,New Brian,California,Arts,Accepted,2024-11-17 00:00:00,2023-12-29 00:00:00,28,37,38,103,1,0,0,0,4,2024-09-12 00:00:00,Email,Lauren Bennett,2024-03-02 00:00:00,73,Needs improvement
A00365,Maria Davis,Male,26,South Joshua,Virginia,Business,Accepted,2024-02-12 00:00:00,2024-01-23 00:00:00,19,34,24,77,0,1,0,0,12,2024-08-20 00:00:00,Phone Call,Walter Dawson,2024-12-08 00:00:00,52,Excellent communication
A00366,Brian Robbins,Female,27,Andreabury,Nevada,Arts,Submitted,2024-06-16 00:00:00,2024-02-26 00:00:00,40,36,36,112,0,0,0,1,24,2024-03-31 00:00:00,Email,Sarah Evans,2024-08-16 00:00:00,100,Excellent communication
A00367,Andrew Johnson,Male,35,East Joseph,Texas,Law,Accepted,2024-09-27 00:00:00,2024-09-21 00:00:00,28,29,19,76,0,0,1,0,2,2023-12-24 00:00:00,Email,Jennifer Ward,2024-09-28 00:00:00,74,Needs improvement
A00368,Andrew Allen,Other,27,Harperberg,California,Arts,Submitted,2024-10-09 00:00:00,2024-11-23 00:00:00,18,17,29,64,1,0,0,0,6,2024-08-12 00:00:00,Email,Ms. Hannah Owen,2024-08-03 00:00:00,91,Average performance
A00369,Amanda Wallace,Male,29,Stephaniemouth,North Dakota,Arts,Accepted,2024-01-01 00:00:00,2024-04-19 00:00:00,36,20,33,89,1,0,0,0,24,2024-03-12 00:00:00,Email,Kristen Ortega,2024-07-04 00:00:00,66,Excellent communication
A00370,Michael Carpenter,Female,19,Debrabury,Arizona,Engineering,Submitted,2024-04-10 00:00:00,2024-12-08 00:00:00,19,11,34,64,1,0,0,0,4,2023-12-10 00:00:00,Phone Call,Susan Lee,2024-05-16 00:00:00,86,Needs improvement
A00371,Timothy Gonzalez,Female,27,Angelaton,Maine,Arts,Rejected,2024-08-03 00:00:00,2024-11-18 00:00:00,39,26,13,78,0,1,0,0,6,2024-05-15 00:00:00,WhatsApp,Nicole Harrell,2024-09-20 00:00:00,54,Average performance
A00372,Brittany Henry,Other,18,Port Kellyville,Rhode Island,Business,Submitted,2023-12-27 00:00:00,2024-05-02 00:00:00,29,11,36,76,0,1,0,0,6,2024-02-25 00:00:00,WhatsApp,Kristine Hooper,2024-09-05 00:00:00,77,Excellent communication
A00373,John Weber,Other,33,Port Melinda,North Dakota,Engineering,Interview Scheduled,2024-07-09 00:00:00,2024-07-05 00:00:00,34,25,35,94,1,0,0,0,24,2024-01-12 00:00:00,Email,Joshua Jimenez,2024-02-05 00:00:00,90,Good technical skills
A00374,Emma Martinez,Male,31,North Erinberg,Nebraska,Law,Submitted,2024-12-07 00:00:00,2024-01-10 00:00:00,22,29,17,68,0,1,0,0,6,2024-09-14 00:00:00,Phone Call,Glenn Sweeney,2024-11-27 00:00:00,71,Needs improvement
A00375,Paul Watson,Other,28,Port Tim,Washington,Engineering,Interview Scheduled,2024-07-21 00:00:00,2024-11-11 00:00:00,14,34,34,82,0,0,1,0,48,2024-11-08 00:00:00,WhatsApp,Andrew Baker,2024-08-07 00:00:00,61,Average performance
A00376,Martin Cooper,Female,27,South Austin,Michigan,Computer Science,Submitted,2023-12-14 00:00:00,2023-12-24 00:00:00,26,10,12,48,1,0,0,0,6,2024-08-07 00:00:00,Email,Wendy Hall,2024-10-16 00:00:00,86,Excellent communication
A00378,Katherine Miller,Female,32,West Rachelfort,Alaska,Law,Interview Scheduled,2024-06-07 00:00:00,2024-03-14 00:00:00,30,19,10,59,0,1,0,0,48,2024-08-20 00:00:00,Phone Call,Michael Thomas,2024-02-06 00:00:00,98,Needs improvement
A00379,Tony Hall,Male,20,South Katiemouth,Pennsylvania,Law,Rejected,2024-04-03 00:00:00,2024-04-19 00:00:00,22,17,32,71,1,0,0,0,24,2024-05-05 00:00:00,WhatsApp,Michael Boyd,2024-06-20 00:00:00,53,Excellent communication
